Company,IsUS,Location HQ,Industry,Number Laid Off,Date of Layoff,Source,Dollars Raised (mil),Stage,Country,Percentage,Job Positions Laid Off Desc,Job Positions Laid Off Specific,Reason Mentioned 1,Reason Mentioned 2,Reason Mentioned 3,Unprofitable,AI Mentioned,AI Relation,Expansion Mentioned,cik,Ticker,Exchange,Stock Delisted,Announced Post-Trading Hours,Stock Return On Closest Trading Date Post-Announcement (t),Stock Return 3 Days Before t,Stock Return 2 Days Before t,Stock Return 1 Day Before t,Stock Return 1 Day After t,Stock Return 2 Days After t,Stock Return 3 Days After t,List of Employees Laid Off
SoFi,TRUE,SF Bay Area,Finance,,1/10/2024,https://twitter.com/SoFiIR/status/1745100766681960696,3000,Post-IPO,United States,0.04,Across the board,,Business realignment,,,,FALSE,,TRUE,1818874,SOFI,NASDAQ,FALSE,FALSE,0.019230752,-0.023752946,0.037712829,-0.024618997,-0.036556543,-0.034271751,-0.021546271,
IAC,TRUE,New York City,Consumer,330,1/10/2024,https://www.bloomberg.com/news/articles/2024-01-10/iac-divests-mosaic-apps-to-bending-spoons-in-deal-valued-at-100-million-plus,,Post-IPO,United States,,,,Post-asset sale restructuring,,,,FALSE,,FALSE,1800227,IAC,NASDAQ,FALSE,FALSE,-0.00573393,-0.000768657,0.032115349,-0.02515369,-0.002499059,-0.038157633,-0.00300544,
Citrix,TRUE,Miami,Infrastructure,1000,1/10/2024,https://www.crn.com/news/cloud/2024/citrix-parent-cloud-software-group-cuts-12-percent-of-workforce,20,Acquired,United States,0.12,,,,,,,,,,,,,,,,,,,,,,
FreshDirect,TRUE,New York City,Food,100,1/10/2024,https://www.grocerydive.com/news/freshdirect-restructures-corporate-division-cuts-jobs/704251/,280,Acquired,United States,0.03,,,,,,,,,,,,,,,,,,,,,,
Beam Benefits,TRUE,Columbus,Healthcare,74,1/10/2024,https://coverager.com/layoffs-at-beam-benefits/,168,Series E,United States,,,,,,,,,,,,,,,,,,,,,,,https://docs.google.com/spreadsheets/d/1XwqDLKRr_P59Q4btmw5lBsyJrjQ6-WsUnClQqm9VqbU/edit#gid=83383103
Instagram,TRUE,SF Bay Area,Consumer,60,1/10/2024,https://www.businessinsider.com/instagram-cuts-technical-program-managers-reinterview-for-pm-roles-2024-1,57,Acquired,United States,,,,,,,,,,,,,,,,,,,,,,,
ChargePoint,TRUE,SF Bay Area,Manufacturing,,1/10/2024,https://www.businesswire.com/news/home/20240110537239/en/ChargePoint-Announces-Reorganization-to-Position-Itself-for-Long-Term-Sustainable-Growth,1400,Unknown,United States,0.12,,,,,,,,,,,,,,,,,,,,,,
Nevro,TRUE,SF Bay Area,Healthcare,63,1/9/2024,https://www.marketwatch.com/story/nevro-laying-off-63-employees-revenue-to-beat-analyst-estimates-107a85d7,556,Post-IPO,United States,0.05,Internally facing roles,"Corporate, sales, marketing, operations",Chase profitability,Business realignment,,,FALSE,,FALSE,1444380,NVRO,NYSE,FALSE,FALSE,0.019627161,0.013061651,-0.001547126,0.052685874,-0.02261796,-0.078286568,-0.017094001,
Rent the Runway,TRUE,New York City,Retail,37,1/9/2024,https://www.wsj.com/business/retail/rent-the-runway-to-cut-about-10-of-corporate-jobs-lose-operating-chief-f7bc74b3,526,Post-IPO,United States,0.1,Corporate,,Definite business realignment,Lower demand,,,FALSE,,TRUE,1468327,RENT,NASDAQ,FALSE,FALSE,0.177935947,-0.070362456,0.048165145,0.229759229,0.108761372,-0.051771132,-0.008620681,
Twitch,TRUE,SF Bay Area,Consumer,500,1/9/2024,https://www.bloomberg.com/news/articles/2024-01-09/amazon-s-twitch-to-cut-500-employees-about-35-of-staff,35,Acquired,United States,0.35,,,,,,,,,,,,,,,,,,,,,,
Branch,TRUE,Columbus,Finance,85,1/9/2024,https://coverager.com/insurtech-branch-conducts-another-round-of-layoffs/,229,Series C,United States,,,,,,,,,,,,,,,,,,,,,,,
FullStory,TRUE,Atlanta,Marketing,50,1/9/2024,https://docs.google.com/spreadsheets/d/e/2PACX-1vQImogyZzjfY7JuSDHLwScTdPsG2S_y6S6qKnfbroU-tglTZUO81W7R4B5U_-qghCLeZ9v3LpaaTxbU/pubhtml,197,Unknown,United States,0.1,,,,,,,,,,,,,,,,,,,,,,https://docs.google.com/spreadsheets/d/e/2PACX-1vQImogyZzjfY7JuSDHLwScTdPsG2S_y6S6qKnfbroU-tglTZUO81W7R4B5U_-qghCLeZ9v3LpaaTxbU/pubhtml
Uber Freight,TRUE,SF Bay Area,Logistics,40,1/9/2024,https://www.freightwaves.com/news/digital-brokerage-uber-freight-slashes-jobs,2700,Subsidiary,United States,,,,,,,,,,,,,,,,,,,,,,,
Treasure Financial,TRUE,SF Bay Area,Finance,14,1/9/2024,https://techcrunch.com/2024/01/09/treasure-financial-lays-off-staff-just-months-after-reporting-explosive-growth/,14,Series A,United States,0.6,,,,,,,,,,,,,,,,,,,,,,
Humane,TRUE,SF Bay Area,Hardware,10,1/9/2024,https://www.theverge.com/2024/1/9/24032274/humane-layoffs-ai-pin,230,Series C,United States,0.04,,,,,,,,,,,,,,,,,,,,,,
EVBox,FALSE,Amsterdam,Energy,,1/9/2024,https://news.evbox.com/en-WW/233459-evbox-commences-efficiency-enhancement-program-to-streamline-organization,,Acquired,Netherlands,,,,,,,,,,,,,,,,,,,,,,,
Morning Consult,TRUE,Washington D.C.,Data,,1/9/2024,https://www.bizjournals.com/washington/news/2024/01/09/morning-consult-layoffs-market-research.html,91,Series B,United States,,,,,,,,,,,,,,,,,,,,,,,
Trend Micro,FALSE,Tokyo,Security,,1/9/2024,https://www.cnbc.com/2024/01/09/trend-micro-lays-off-2percent-of-its-global-workforce.html,,Unknown,Japan,0.02,,,,,,,,,,,,,,,,,,,,,,
Unity,TRUE,SF Bay Area,Other,1800,1/8/2024,https://www.reuters.com/technology/unity-software-cutting-25-staff-company-reset-continuation-2024-01-08/,1300,Post-IPO,United States,0.25,Across the board,,Business realignment,,,,FALSE,,FALSE,1810806,U,NYSE,FALSE,TRUE,-0.079784521,0.003249362,0.019703092,0.031762859,0.035126908,-0.062213878,-0.006605386,
NuScale Power,TRUE,Corvallis,Energy,154,1/8/2024,https://www.oregonlive.com/business/2024/01/oregon-nuclear-power-company-nuscale-acknowledges-layoffs-says-154-workers-lost-their-jobs.html,470,Post-IPO,United States,0.28,,,Definite business realignment,Focus on commercialization,,,FALSE,,FALSE,1822966,SMR,NYSE,FALSE,FALSE,-0.015267162,-0.082802542,-0.00694452,-0.08391609,-0.04263562,0.024291475,-0.075098838,
Flipkart,FALSE,Bengaluru,Retail,1100,1/8/2024,https://www.republicworld.com/business/industry/flipkart-reportedly-to-lay-off-over-1000-employees/,12900,Acquired,India,0.05,,,,,,,,,,,,,,,,,,,,,,
Flexe,TRUE,Seattle,Logistics,99,1/8/2024,https://www.geekwire.com/2024/warehousing-and-logistics-startup-flexe-cuts-38-of-workforce-in-latest-layoffs/,263,Series D,United States,0.38,,,,,,,,,,,,,,,,,,,,,,
Pitch,FALSE,Berlin,Other,80,1/8/2024,https://techcrunch.com/2024/01/08/pitch-christian-reber-venture-funding/,138,Series B,Germany,0.67,,,,,,,,,,,,,,,,,,,,,,https://docs.google.com/spreadsheets/d/1saSJJFSHqC4Oy1WGk1CGbE1orciuw2_n21SjM1791fU/edit#gid=1721082052
BenchSci,FALSE,Toronto,Healthcare,70,1/8/2024,https://betakit.com/benchsci-trims-headcount-citing-generative-ai-economic-conditions/,164,Series D,Canada,0.17,,,,,,,,,,,,,,,,,,,,,,
Here,TRUE,Miami,Real Estate,,1/8/2024,https://techcrunch.com/2024/01/08/another-proptech-startup-crashes-and-burns-citing-current-interest-rate-environment/,5,Seed,United States,1,,,,,,,,,,,,,,,,,,,,,,
Ledger Investing,TRUE,New York City,Finance,,1/8/2024,https://www.theinsurer.com/news/ils-insurtech-ledger-investing-undertakes-40-reduction-in-force/,91,Series B,United States,0.25,,,,,,,,,,,,,,,,,,,,,,
Lendio,TRUE,Lehi,Finance,,1/8/2024,https://www.linkedin.com/posts/paul-o-donnell-89ba19a1_today-we-shared-the-unfortunate-news-of-a-activity-7150269305555664897-OCID/,108,Series E,United States,,,,,,,,,,,,,,,,,,,,,,,
LiveVox,TRUE,SF Bay Area,Support,,1/7/2024,https://www.channelfutures.com/unified-communications/livevox-layoffs-hit-channel-and-sales-team,12,Acquired,United States,,,,,,,,,,,,,,,,,,,,,,,
NanoString Technologies,TRUE,Seattle,Healthcare,50,1/6/2024,https://www.geekwire.com/2024/nanostring-technologies-to-cut-9-of-workforce-gets-delisting-warning-from-nasdaq/,826,Post-IPO,United States,0.09,,,Cut costs,Optimization,,,FALSE,,FALSE,,NSTGQ,OTCMKTS,FALSE,FALSE,0.0555555,-0.205479496,0.017241363,-0.084745686,-0.035087686,-0.090909111,-0.120000005,
Cue Health,TRUE,San Diego,Healthcare,94,1/5/2024,https://www.360dx.com/business-news/cue-health-lays-94-people-fda-declines-grant-covidflu-test-eua,899,Post-IPO,United States,0.13,,,Regulatory challenges,Cut costs,,,FALSE,,FALSE,1628945,HLTH,NASDAQ,FALSE,TRUE,-0.001950301,-0.139789672,0.073357134,-0.026578098,-0.030288158,0.007556653,-0.003499985,
Lever,TRUE,SF Bay Area,Recruiting,,1/5/2024,https://sfstandard.com/2024/01/05/lever-san-francisco-tech-layoffs/,123,Acquired,United States,,,,,,,,,,,,,,,,,,,,,,,
Trigo,FALSE,Tel Aviv,Retail,30,1/4/2024,https://www.calcalistech.com/ctechnews/article/b1pfj7nu6,199,Series C,Israel,0.15,,,,,,,,,,,,,,,,,,,,,,
InVision,TRUE,New York City,Product,,1/4/2024,https://www.theinformation.com/briefings/design-startup-invision-once-valued-at-2b-is-shutting-down,356,Series F,United States,1,,,,,,,,,,,,,,,,,,,,,,
VideoAmp,TRUE,Los Angeles,Marketing,,1/4/2024,https://adage.com/article/measurement/videoamp-ceo-ross-mccray-steps-down-company-lays-20-staff/2535441,456,Series F,United States,0.2,,,,,,,,,,,,,,,,,,,,,,
Xerox,TRUE,Norwalk,Hardware,3000,1/3/2024,https://www.cnbc.com/2024/01/03/xerox-layoffs-company-to-cut-15percent-of-workforce.html,27200,Post-IPO,United States,0.15,,,Definite business realignment,Focus on tech,,,FALSE,,TRUE,1770450,XRX,NASDAQ,FALSE,FALSE,-0.121464197,-0.005885528,-0.013455374,-0.016366605,0.046085764,-0.015087444,0.016544122,
Lazada Group,FALSE,Singapore,Retail,100,1/3/2024,https://www.channelnewsasia.com/singapore/lazada-layoffs-retrenchment-job-cuts-employees-4024746,7200,Acquired,Singapore,0.3,,,,,,,,,,,,,,,,,,,,,,https://docs.google.com/spreadsheets/d/1qFkx3AL4IpRjokfRhjXPmjreygZGvd_1_2A7HVH0ctE/htmlview#gid=0
Orca Security,FALSE,Tel Aviv,Security,60,1/3/2024,https://www.calcalistech.com/ctechnews/article/skm23oz00t,632,Series C,Israel,0.15,,,,,,,,,,,,,,,,,,,,,,
Frontdesk,TRUE,Milwaukee,Travel,200,1/2/2024,https://techcrunch.com/2024/01/02/short-term-rental-provider-frontdesk-lays-off-entire-staff-on-the-verge-of-shutting-down/,26,Unknown,United States,1,,,,,,,,,,,,,,,,,,,,,,
The Messenger,TRUE,New York City,Media,24,1/2/2024,https://www.nytimes.com/2024/01/02/business/media/the-messenger-news-layoffs.html,,Unknown,United States,,,,,,,,,,,,,,,,,,,,,,,
Bolt.Earth,FALSE,Bengaluru,Energy,,12/29/2023,https://inc42.com/buzz/exclusive-ev-charging-infra-provider-bolt-earth-fires-about-20-of-its-workforce/,24,Series B,India,0.2,,,,,,,,,,,,,,,,,,,,,,
Strake,TRUE,Boulder,Infrastructure,,12/28/2023,https://www.linkedin.com/posts/aryounce_it-saddens-me-to-announce-that-the-company-activity-7146247081442041856-lvdx/,,Unknown,United States,1,,,,,,,,,,,,,,,,,,,,,,
Paytm,FALSE,Noida,Finance,1000,12/25/2023,https://timesofindia.indiatimes.com/business/india-business/paytm-announces-layoffs-aims-to-streamline-operations-and-reduce-costs/articleshow/106260763.cms?from=mdr,,Unknown,India,,,,,,,,,,,,,,,,,,,,,,,
Intel,TRUE,Sacramento,Hardware,311,12/21/2023,https://www.theregister.com/2023/12/21/intel_gifts_311_cali_workers/,12,Post-IPO,United States,,,,Cut costs,,,,FALSE,,FALSE,50863,INTC,NASDAQ,FALSE,FALSE,0.028846319,-0.010182006,0.021230037,-0.019288597,0.019541135,0.052083393,0.005148489,
Hyperloop One,TRUE,Los Angeles,Transportation,,12/21/2023,https://www.bloomberg.com/news/articles/2023-12-21/hyperloop-one-to-shut-down-after-raising-millions-to-reinvent-transit?embedded-checkout=True,368,Unknown,United States,1,,,,,,,,,,,,,,,,,,,,,,
Palmetto Clean Technology,TRUE,Charleston,Energy,,12/21/2023,https://www.bizjournals.com/charlotte/inno/stories/news/2023/12/21/clean-tech-unicorn-startup-palmetto-layoff-rounds.html,628,Private Equity,United States,,,,,,,,,,,,,,,,,,,,,,,
ShareChat,FALSE,Bengaluru,Consumer,200,12/20/2023,https://entrackr.com/2023/12/sharechat-lays-off-15-of-its-workforce/,1700,Series H,India,0.15,,,,,,,,,,,,,,,,,,,,,,
Kaspien,TRUE,Seattle,Retail,,12/19/2023,https://www.geekwire.com/2023/kaspien-a-e-commerce-company-previously-known-as-etailz-is-shutting-down/,52,Post-IPO,United States,1,,,Voluntary closure,,,TRUE,FALSE,,FALSE,795212,KSPN,OTCMKTS,TRUE,FALSE,,,,,,,,
InSightec,FALSE,Haifa,Healthcare,100,12/19/2023,https://www.calcalistech.com/ctechnews/article/bkmqvekv6,733,Unknown,United States,0.2,,,,,,,,,,,,,,,,,,,,,,
Enphase Energy,TRUE,SF Bay Area,Energy,350,12/18/2023,https://enphase.com/blog/employees/dec-2023-message-from-our-ceo,116,Post-IPO,United States,0.1,Manufacturing,,Macroeconomic conditions,Market conditions,Cut costs,TRUE,FALSE,,TRUE,1463101,ENPH,NASDAQ,FALSE,TRUE,0.091026434,0.117182423,0.030776883,0.000887674,-0.054094051,0.045781255,0.0009712,
Delivery Hero,FALSE,Berlin,Food,,12/18/2023,https://www.bloomberg.com/news/articles/2023-12-18/delivery-hero-closes-hubs-in-taiwan-turkey-in-push-to-cut-costs,9900,Post-IPO,Germany,,Technology,Technology,Cut costs,Optimization,,FALSE,FALSE,,TRUE,,DHER.DE,XETRA,FALSE,FALSE,-0.06961507,-0.05973855,0.064941898,0.00892416,0.046830984,-0.031281545,-0.108680529,
Arm Holdings,FALSE,Shanghai,Hardware,70,12/18/2023,https://www.bloomberg.com/news/articles/2023-12-18/arm-lays-off-over-70-engineers-in-china-relocating-roles,,Post-IPO,China,,,,Lower demand,,,FALSE,FALSE,,FALSE,1973239,ARM,NASDAQ,FALSE,FALSE,-0.030409631,0.01390823,0.078113092,0.00417047,0.008131226,-0.014835068,0.040935605,
Udaan,FALSE,Bengaluru,Retail,100,12/18/2023,https://startupstorymedia.com/insights-udaan-despite-340-million-funding-implements-layoffs-cuts-10-of-workforce/,1500,Unknown,India,0.1,,,,,,,,,,,,,,,,,,,,,,
Checkout.com,FALSE,London,Finance,80,12/18/2023,https://enphase.com/blog/employees/dec-2023-message-from-our-ceo,1800,Series D,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,
eBay,FALSE,Tel Aviv,Retail,20,12/17/2023,https://www.calcalistech.com/ctechnews/article/h1d3zchia,1200,Post-IPO,United States,,,R&D,,,,FALSE,FALSE,,FALSE,1065088,EBAY,NASDAQ,FALSE,,0.018443066,0.020676144,0.016444318,-0.021102039,0.027046177,-0.015800402,0.017449986,
Glowforge,TRUE,Seattle,Manufacturing,30,12/15/2023,https://www.geekwire.com/2023/glowforge-lays-off-30-employees-as-maker-of-3d-laser-engravers-gets-ready-for-whats-next/,133,Series E,United States,,,,,,,,,,,,,,,,,,,,,,,
Jellysmack,FALSE,Paris,Media,,12/15/2023,https://www.businessinsider.com/creator-startup-jellysmack-lays-off-staffers-restructures-memo-2024-1,22,Series C,France,,,,,,,,,,,,,,,,,,,,,,,
Superpedestrian,TRUE,Boston,Transportation,,12/15/2023,https://techcrunch.com/2023/12/15/scooter-startup-superpedestrian-shutting-down-us-operations-explores-sale-of-europe-business/,262,Series C,United States,,,,,,,,,,,,,,,,,,,,,,,
Cruise,TRUE,SF Bay Area,Transportation,900,12/14/2023,https://techcrunch.com/2023/12/14/cruise-slashes-24-of-self-driving-car-workforce-in-sweeping-layoffs/,15000,Acquired,United States,0.24,,,,,,,,,,,,,,,,,,,,,,https://docs.google.com/spreadsheets/d/1dO112P-Hpogpg6j6dFyDj18-nS2URRaoymEK0YUgu8s/edit#gid=1000625199
Solarisbank,FALSE,Berlin,Finance,20,12/14/2023,https://finanz-szene.de/fintech/solarisbank-entlaesst-mehr-als-20-beschaeftigte-auch-drei-manager-gehen/,385,Unknown,Germany,,,,,,,,,,,,,,,,,,,,,,,
Bolt,TRUE,SF Bay Area,Finance,,12/14/2023,https://www.theinformation.com/briefings/bolt-lays-off-29-of-staff-in-latest-cut-for-checkout-software-firm,1300,Series E,United States,0.29,,,,,,,,,,,,,,,,,,,,,,
Curalie,FALSE,Berlin,Healthcare,,12/14/2023,https://www.msn.com/de-de/finanzen/top-stories/fresenius-aktie-gibt-nach-fresenius-stampft-digitaltochter-curlie-ein/ar-AA1lxOnW,,Unknown,Germany,1,,,,,,,,,,,,,,,,,,,,,,https://docs.google.com/spreadsheets/d/1n8cNFFPmOwSkny5ruqfYA4tTwonhwnYWgvX7zpA-p6Y/edit#gid=0
Curbio,TRUE,Washington D.C.,Real Estate,,12/14/2023,https://www.linkedin.com/posts/rick-rudman-18019731_proptech-recruiting-talentacquisition-activity-7141099800715747329-1Ffy/,76,Series B,United States,,,,,,,,,,,,,,,,,,,,,,,
Flyhomes,TRUE,Seattle,Real Estate,,12/14/2023,https://www.geekwire.com/2023/seattle-real-estate-startup-flyhomes-conducts-more-layoffs-amid-worsening-industry-headwinds/,310,Series C,United States,,,,,,,,,,,,,,,,,,,,,,,
Stellar Pizza,TRUE,Los Angeles,Food,,12/14/2023,https://www.bloomberg.com/news/articles/2023-12-14/layoffs-bankruptcies-and-reorgs-haunted-silicon-valley-startups-this-year,25,Series A,United States,0.5,,,,,,,,,,,,,,,,,,,,,,
Invitae,TRUE,SF Bay Area,Healthcare,235,12/13/2023,https://sfstandard.com/2023/12/19/tech-layoffs-san-francisco-invitae/,2500,Post-IPO,United States,0.15,,"Technical, recruiting, HR, sales, directors",Cut costs,Preserve cash,,TRUE,FALSE,,FALSE,,NVTAQ,OTCMKTS,FALSE,FALSE,0.111791679,-0.002613714,-0.040181696,-0.049144434,0.113636338,-0.041589354,-0.049846753,
Etsy,TRUE,New York City,Retail,225,12/13/2023,https://www.cnbc.com/2023/12/13/etsy-laying-off-11percent-of-staff-citing-competitive-environment.html,97,Post-IPO,United States,0.11,,,Macroeconomic conditions,Lower demand,Higher employee expenses,FALSE,FALSE,,FALSE,1370637,ETSY,NASDAQ,FALSE,FALSE,-0.021556729,0.014055978,0.057567439,0.013342747,-0.00845539,-0.03098729,0.046851745,
Analog Devices,TRUE,SF Bay Area,Manufacturing,111,12/13/2023,https://www.bizjournals.com/sanjose/news/2023/12/13/layoffs-come-to-analog-devices-as-111.html,,Post-IPO,United States,,,"Analyst, directors, principal engineer, staff engineer, senior engineer, technician",,,,FALSE,FALSE,,FALSE,6281,ADI,NASDAQ,FALSE,FALSE,0.00680733,0.002711782,0.028396834,0.004418032,0.041088005,0.003547074,-0.021356096,
ForgeRock,TRUE,SF Bay Area,Other,109,12/13/2023,https://www.sfchronicle.com/bayarea/article/bay-area-tech-layoffs-pac-12-forgerock-analog-18552853.php,234,Acquired,United States,,,,,,,,,,,,,,,,,,,,,,,
Flex,TRUE,SF Bay Area,Manufacturing,31,12/13/2023,https://www.siliconvalley.com/2023/12/13/tech-job-cut-layoff-san-jose-economy-sports-google-facebook-nextdoor/,,Unknown,United States,,,,,,,,,,,,,,,,,,,,,,,
FourKites,TRUE,Chicago,Logistics,,12/13/2023,https://www.freightwaves.com/news/fourkites-confirms-15-cut-in-global-workforce-dismisses-key-exec,241,Unknown,United States,0.15,,,,,,,,,,,,,,,,,,,,,,
Sojern,TRUE,SF Bay Area,Marketing,,12/13/2023,https://skift.com/2023/12/13/sojern-lays-off-20-of-staff-to-reduce-expenses/,172,Unknown,United States,0.2,,,,,,,,,,,,,,,,,,,,,,
TomTom,FALSE,Lodz,Transportation,45,12/12/2023,https://businessinsider.com.pl/wiadomosci/tomtom-oglosil-zwolnienia-grupowe-wszystko-przez-sztuczna-inteligencje/czlqpyz,,Post-IPO,Poland,,Mapmakers,,Market conditions,Automation,Automation,TRUE,TRUE,AI replacing jobs,FALSE,,0MKS.IL,IOB,FALSE,FALSE,-0.012698476,0.00244696,0.037835651,-0.012152076,-0.010048232,0.025578607,-0.015043589,
Chipper Cash,TRUE,SF Bay Area,Finance,15,12/11/2023,https://techcabal.com/2023/12/11/chipper-cash-cuts-15-jobs/,302,Series C,United States,0.33,,,,,,,,,,,,,,,,,,,,,,
SmileDirectClub,TRUE,Nashville,Healthcare,,12/9/2023,https://www.cnn.com/2023/12/09/business/smiledirectclub-shutdown-bankruptcy/index.html,694,Post-IPO,United States,1,,,Failed to restructure debt/secure financing,Litigation,Industry pushback,,FALSE,,FALSE,1775625,SDCCQ,OTCMKTS,FALSE,FALSE,-0.720720707,0.051643194,-0.093749927,-0.453202006,0.677419311,-0.28846154,0.054054025,
Jungle Scout,TRUE,Austin,Retail,,12/9/2023,https://www.linkedin.com/feed/update/urn:li:activity:7138998837737648130/,110,Private Equity,United States,,,,,,,,,,,,,,,,,,,,,,,
Sunfolding,TRUE,SF Bay Area,Energy,,12/9/2023,https://www.openthenews.com/sunfolding-an-inventive-solar-tracker-startup-has-shut-down/,32,Series B,United States,1,,,,,,,,,,,,,,,,,,,,,,
Zulily,TRUE,Seattle,Retail,839,12/8/2023,https://www.geekwire.com/2023/zulilys-closure-of-ohio-fulfillment-center-will-impact-274-workers/,194,Acquired,United States,1,,,,,,,,,,,,,,,,,,,,,,
D2iQ,TRUE,SF Bay Area,Infrastructure,,12/8/2023,https://www.theinformation.com/articles/a16z-backed-startup-that-once-rejected-150m-sale-to-microsoft-shuts-down?shared=e532b505170fc244,247,Series D,United States,1,,,,,,,,,,,,,,,,,,,,,,
Rivian,TRUE,Detroit,Transportation,20,12/7/2023,https://www.theinformation.com/articles/exclusive-from-the-electric-rivian-becomes-the-latest-to-lay-off-battery-workers,10700,Post-IPO,United States,,Battery development,,,,,TRUE,FALSE,,FALSE,1874178,RIVN,NASDAQ,FALSE,TRUE,-0.007816551,-0.018602025,0.055715067,0.044069718,-0.004726899,-0.039050219,0.080724948,
Simplilearn,FALSE,Bengaluru,Education,200,12/7/2023,https://startupstorymedia.com/insights-simplilearn-backed-by-blackstone-terminates-200-employees-citing-performance-issues/,76,Acquired,India,,,,,,,,,,,,,,,,,,,,,,,
Atmosphere,TRUE,Austin,Other,,12/7/2023,https://www.bizjournals.com/austin/inno/stories/inno-insights/2023/12/07/austin-viral-tv-unicorn-layoffs-off-employees.html,214,Series D,United States,,,,,,,,,,,,,,,,,,,,,,,
Navan,TRUE,SF Bay Area,Travel,145,12/6/2023,https://skift.com/2023/12/06/navan-lays-off-145-people-to-reach-profitability/,2200,Unknown,United States,,,,,,,,,,,,,,,,,,,,,,,
Tidal,TRUE,New York City,Consumer,40,12/6/2023,https://www.bloomberg.com/news/articles/2023-12-06/dorsey-s-ax-hits-tidal-music-service-over-10-of-staff-let-go,,Acquired,United States,0.1,,,,,,,,,,,,,,,,,,,,,,
Bill Com Holdings,TRUE,SF Bay Area,Finance,400,12/5/2023,https://www.investing.com/news/stock-market-news/bill-gains-on-plans-to-cut-workforce-by-15-432SI-3249756,280,Post-IPO,United States,0.15,,,Chase profitability,,,TRUE,FALSE,,FALSE,1786352,BILL,NYSE,FALSE,FALSE,0.010216063,-0.036355625,0.040323802,0.006019616,-0.009534869,0.011814545,0.023208888,
ZestMoney,FALSE,Bengaluru,Finance,150,12/5/2023,https://techcrunch.com/2023/12/05/goldman-sachs-backed-zestmoney-once-valued-at-450m-to-shut-down/,120,Series C,India,1,,,,,,,,,,,,,,,,,,,,,,
Navan,TRUE,SF Bay Area,Finance,145,12/5/2023,https://www.theinformation.com/briefings/ipo-candidate-navan-lays-off-145-in-profitability-push,2200,Unknown,United States,0.05,,,,,,,,,,,,,,,,,,,,,,
Incredibuild,FALSE,Tel Aviv,Product,40,12/5/2023,https://www.calcalistech.com/ctechnews/article/b14g5i3rt,35,Series B,Israel,0.2,,,,,,,,,,,,,,,,,,,,,,
Contentful,FALSE,Berlin,Marketing,,12/5/2023,https://www.businessinsider.de/gruenderszene/technologie/software-unicorn-contentful-entlaesst-50-mitarbeitende/,350,Series F,Germany,,,,,,,,,,,,,,,,,,,,,,,
Course Hero,TRUE,SF Bay Area,Education,,12/5/2023,https://www.linkedin.com/posts/coursehero_course-hero-alumni-talent-activity-7137848787347132416-q9KI/,477,Series C,United States,0.25,,,,,,,,,,,,,,,,,,,,,,https://docs.google.com/spreadsheets/d/1CLF3m4H8m8l-ueiRqus7FTSZyOyPkcfq-1jWNARolbc/edit#gid=1497948505
Pivo,FALSE,Abuja,Finance,,12/5/2023,https://techpoint.africa/2023/12/05/pivo-has-shut-down/,3,Seed,Nigeria,1,,,,,,,,,,,,,,,,,,,,,,
Yahoo,TRUE,SF Bay Area,Consumer,,12/5/2023,https://www.thedailybeast.com/yahoo-news-lays-off-staffers-shuts-down-gen-z-focused-site,6,Acquired,United States,,,,,,,,,,,,,,,,,,,,,,,
TuSimple,TRUE,San Diego,Transportation,150,12/4/2023,https://www.morningstar.com/news/marketwatch/20231204801/autonomous-truck-company-tusimple-to-wind-down-us-operations-slash-jobs,648,Post-IPO,United States,,,,Leaving regional market(s),,,,TRUE,Part of company product,FALSE,,TSPH,OTCMKTS,FALSE,TRUE,,,,,,,,
Twilio,TRUE,SF Bay Area,Other,,12/4/2023,https://www.bloomberg.com/news/articles/2023-12-04/twilio-to-cut-another-5-of-workforce-in-third-round-of-layoffs,614,Post-IPO,United States,0.05,,Sales,Business realignment,,,,TRUE,New AI products,TRUE,1447669,TWLO,NYSE,FALSE,FALSE,0.01138398,0.015821794,-0.021926463,0.032158346,0.012736976,-0.001169848,0.007027756,
Spotify,FALSE,Stockholm,Media,1500,12/4/2023,https://www.cnbc.com/2023/12/04/spotify-to-lay-off-17percent-of-employees-ceo-daniel-ek-says.html,2100,Post-IPO,Sweden,0.17,,,Overhiring,Macroeconomic conditions,Hit financial targets,FALSE,FALSE,,FALSE,1639920,SPOT,NYSE,FALSE,FALSE,0.074602886,-0.001642862,0.015358472,-0.023877684,0.026523197,-0.0277444,0.01047533,https://docs.google.com/spreadsheets/d/1KPL87R3veJ6HaQeHdkG1BPbKY-K-G4Gr7y0m7oMRCqU/htmlview
Meow Wolf,TRUE,Santa Fe,Media,8,12/4/2023,https://finance.yahoo.com/news/meow-wolf-lays-off-eight-003400761.html,185,Unknown,United States,,,,,,,,,,,,,,,,,,,,,,,
DwellWell,TRUE,Los Angeles,Real Estate,,12/4/2023,https://www.linkedin.com/feed/update/urn:li:activity:7137484656584622080/,6,Seed,United States,1,,,,,,,,,,,,,,,,,,,,,,
Filmic,TRUE,Seattle,Other,,12/1/2023,https://petapixel.com/2023/12/01/filmics-entire-staff-laid-off-by-parent-company-bending-spoons/,,Acquired,United States,1,,,,,,,,,,,,,,,,,,,,,,
